[2017/03/05 16:59:20] §f[§aA§f] §ffybit§r executed /spawn at Location{world=CraftWorld{name=world},x=-4846.903449157227,y=54.42442231567264,z=404.4149155258215,pitch=49.199978,yaw=212.51953}
[2017/03/05 20:44:55] §f[§aA§f] §fwolf§r executed /enchantapi add Feather Falling 4 at Location{world=CraftWorld{name=world},x=-53.06830506039994,y=38.0,z=263.7481595955474,pitch=21.750008,yaw=27.897217}
[2017/03/05 20:45:14] §f[§aA§f] §fwolf§r executed /enchantapi add Projectile Protection 4 at Location{world=CraftWorld{name=world},x=-54.21383792444346,y=38.0,z=261.5970216648215,pitch=56.249966,yaw=101.99756}
[2017/03/05 20:45:16] §f[§aA§f] §fwolf§r executed /enchantapi add Projectile Protection 4 at Location{world=CraftWorld{name=world},x=-52.53135819325772,y=38.0,z=261.9512144170875,pitch=56.249966,yaw=101.99756}
[2017/03/05 20:45:18] §f[§aA§f] §fwolf§r executed /enchantapi add Projectile Protection 4 at Location{world=CraftWorld{name=world},x=-53.22382530363572,y=38.0,z=260.8081341442528,pitch=52.949955,yaw=88.79834}
[2017/03/05 20:45:20] §f[§aA§f] §fwolf§r executed /enchantapi add Projectile Protection 4 at Location{world=CraftWorld{name=world},x=-53.00504864555986,y=38.0,z=260.8029951827709,pitch=53.549953,yaw=89.54834}
[2017/03/05 20:45:39] §f[§aA§f] §fwolf§r executed /enchantapi add unbreaking 4 at Location{world=CraftWorld{name=world},x=-52.670159995949945,y=38.0,z=260.3777314181547,pitch=45.150013,yaw=128.84741}
[2017/03/05 20:45:41] §f[§aA§f] §fwolf§r executed /enchantapi add unbreaking 4 at Location{world=CraftWorld{name=world},x=-53.70567823748443,y=38.0,z=260.29279537034563,pitch=45.150013,yaw=130.7976}
[2017/03/05 20:45:43] §f[§aA§f] §fwolf§r executed /enchantapi add unbreaking 4 at Location{world=CraftWorld{name=world},x=-53.699558809011,y=38.0,z=260.295610989505,pitch=43.200012,yaw=130.3479}
[2017/03/05 20:45:46] §f[§aA§f] §fwolf§r executed /enchantapi add unbreaking 4 at Location{world=CraftWorld{name=world},x=-52.064104460232244,y=38.0,z=260.96079362555554,pitch=26.85001,yaw=179.69775}
[2017/03/05 20:45:51] §f[§aA§f] §fwolf§r executed /enchantapi add thorns 3 at Location{world=CraftWorld{name=world},x=-52.74615616990374,y=38.0,z=260.2891113342025,pitch=26.85001,yaw=179.69775}
[2017/03/05 20:45:53] §f[§aA§f] §fwolf§r executed /enchantapi add thorns 3 at Location{world=CraftWorld{name=world},x=-52.74299925285047,y=38.0,z=261.5775511679871,pitch=26.85001,yaw=179.69775}
[2017/03/05 20:45:55] §f[§aA§f] §fwolf§r executed /enchantapi add thorns 3 at Location{world=CraftWorld{name=world},x=-53.78354252506169,y=38.0,z=260.8971947242742,pitch=27.00001,yaw=179.54785}
[2017/03/05 20:45:57] §f[§aA§f] §fwolf§r executed /enchantapi add thorns 3 at Location{world=CraftWorld{name=world},x=-53.3551783568124,y=38.0,z=260.3325258964971,pitch=27.00001,yaw=179.54785}
[2017/03/05 20:46:27] §f[§aA§f] §fwolf§r executed /nbti at Location{world=CraftWorld{name=world},x=-51.43513685163191,y=38.0,z=264.07499998807907,pitch=17.699999,yaw=101.5459}
[2017/03/05 20:46:42] §f[§aA§f] §fwolf§r executed /nbti mod add maxhealth 0 5 head at Location{world=CraftWorld{name=world},x=-52.69754437716509,y=38.0,z=263.8203702757829,pitch=17.699999,yaw=101.5459}
[2017/03/05 20:46:45] §f[§aA§f] §fwolf§r executed /nbti mod add maxhealth 0 5 chest at Location{world=CraftWorld{name=world},x=-52.61182499515944,y=38.0,z=262.2844686297831,pitch=14.849997,yaw=98.09595}
[2017/03/05 20:46:49] §f[§aA§f] §fwolf§r executed /nbti mod add maxhealth 0 5 legs at Location{world=CraftWorld{name=world},x=-52.79757066267899,y=38.0,z=260.9615820094406,pitch=8.699996,yaw=95.846436}
[2017/03/05 20:46:53] §f[§aA§f] §fwolf§r executed /nbti mod add maxhealth 0 5 feet at Location{world=CraftWorld{name=world},x=-52.79757066267899,y=38.0,z=260.9615820094406,pitch=7.0499973,yaw=84.14624}
[2017/03/05 20:47:07] §f[§aA§f] §fwolf§r executed /nbti mod add armor 0 5 head at Location{world=CraftWorld{name=world},x=-50.36372301235705,y=38.0,z=263.12885669063064,pitch=24.449986,yaw=109.64575}
[2017/03/05 20:47:11] §f[§aA§f] §fwolf§r executed /nbti mod add armor 0 5 chest at Location{world=CraftWorld{name=world},x=-50.36372301235705,y=38.0,z=263.12885669063064,pitch=25.499983,yaw=107.8457}
[2017/03/05 20:47:14] §f[§aA§f] §fwolf§r executed /nbti mod add armor 0 5 legs at Location{world=CraftWorld{name=world},x=-51.1083641295265,y=38.0,z=260.01520419100814,pitch=18.149982,yaw=88.49609}
[2017/03/05 20:47:18] §f[§aA§f] §fwolf§r executed /nbti mod add armor 0 5 feet at Location{world=CraftWorld{name=world},x=-50.034062848967,y=38.0,z=260.0818345719348,pitch=18.899982,yaw=92.0957}
[2017/03/05 20:47:45] §f[§aA§f] §fwolf§r executed /nbti name &lGiày Member at Location{world=CraftWorld{name=world},x=-53.716581499491355,y=38.0,z=261.0716660999013,pitch=7.199974,yaw=250.94604}
[2017/03/05 20:47:56] §f[§aA§f] §fwolf§r executed /nbti name &f&lGiày Member at Location{world=CraftWorld{name=world},x=-52.601201740699466,y=38.0,z=260.97277770916105,pitch=29.84998,yaw=243.44678}
[2017/03/05 20:48:07] §f[§aA§f] §fwolf§r executed /nbti name &b&lGiày Member at Location{world=CraftWorld{name=world},x=-52.06586657352605,y=38.0,z=261.206220876857,pitch=22.949987,yaw=207.14795}
[2017/03/05 20:48:17] §f[§aA§f] §fwolf§r executed /nbti name &b&lQu?n Member at Location{world=CraftWorld{name=world},x=-52.06586657352605,y=38.0,z=261.206220876857,pitch=39.599983,yaw=219.2981}
[2017/03/05 20:48:22] §f[§aA§f] §fwolf§r executed /nbti name &b&lÁo Member at Location{world=CraftWorld{name=world},x=-52.06586657352605,y=38.0,z=261.206220876857,pitch=38.549984,yaw=216.2981}
[2017/03/05 20:48:27] §f[§aA§f] §fwolf§r executed /nbti name &b&lM? Member at Location{world=CraftWorld{name=world},x=-52.06586657352605,y=38.0,z=261.206220876857,pitch=38.549984,yaw=215.698}
[2017/03/05 20:52:22] §f[§aA§f] §ffybit11§r executed /skin set red at Location{world=CraftWorld{name=world},x=-38.60004606678715,y=40.12345560908517,z=276.1160245564833,pitch=19.799995,yaw=-115.65215}
[2017/03/05 20:52:31] §f[§aA§f] §ffybit11§r executed /skin red at Location{world=CraftWorld{name=world},x=-75.01579426315803,y=40.87278598777548,z=245.24197532675032,pitch=9.600017,yaw=-179.40231}
[2017/03/05 20:52:37] §f[§aA§f] §fwolf§r executed /nbti name &b&lM? Newbie at Location{world=CraftWorld{name=world},x=-54.64442055967951,y=38.0,z=257.9381455187313,pitch=16.199947,yaw=139.65332}
[2017/03/05 20:52:43] §f[§aA§f] §fwolf§r executed /nbti name &b&lÁo Newbie at Location{world=CraftWorld{name=world},x=-54.36129224029896,y=38.0,z=259.74747151893206,pitch=12.599945,yaw=73.503174}
[2017/03/05 20:52:49] §f[§aA§f] §fwolf§r executed /nbti name &b&lQu?n Newbie at Location{world=CraftWorld{name=world},x=-54.36129224029896,y=38.0,z=259.74747151893206,pitch=8.099945,yaw=102.453125}
[2017/03/05 20:52:56] §f[§aA§f] §fwolf§r executed /nbti name &b&lGiày Newbie at Location{world=CraftWorld{name=world},x=-55.0870239907594,y=38.0,z=259.1885010994529,pitch=16.799946,yaw=19.352783}
[2017/03/05 20:55:43] §f[§aA§f] §fwolf§r executed /enchantapi add sharpness 5 at Location{world=CraftWorld{name=world},x=-59.049468366703564,y=38.0,z=263.61611032517146,pitch=5.5499206,yaw=214.64893}
[2017/03/05 20:55:51] §f[§aA§f] §fwolf§r executed /enchantapi add unbreaking 3 at Location{world=CraftWorld{name=world},x=-59.02179905892777,y=38.0,z=262.32604268802936,pitch=17.849922,yaw=182.69897}
[2017/03/05 20:56:03] §f[§aA§f] §fwolf§r executed /enchantapi add fire aspect 3 at Location{world=CraftWorld{name=world},x=-59.02179905892777,y=38.0,z=262.32604268802936,pitch=17.849922,yaw=182.69897}
[2017/03/05 20:56:13] §f[§aA§f] §fwolf§r executed /enchant mending 1 at Location{world=CraftWorld{name=world},x=-58.29166644699153,y=38.0,z=261.95908992488296,pitch=23.249914,yaw=240.44946}
[2017/03/05 20:57:37] §f[§aA§f] §ffybit11§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-54.94991907621109,y=38.0,z=256.7032654086372,pitch=49.350018,yaw=-167.55115}
[2017/03/05 20:57:58] §f[§aA§f] §ffybit11§r executed /tp wolf at Location{world=CraftWorld{name=world},x=-75.63281885605949,y=48.250969168259836,z=251.02278291266242,pitch=10.200025,yaw=-313.65094}
[2017/03/05 20:58:37] §f[§aA§f] §fwolf§r executed /enchantapi add smite 2 at Location{world=CraftWorld{name=world},x=-48.699999988079085,y=47.0,z=259.22674957563106,pitch=40.199947,yaw=118.49829}
[2017/03/05 20:58:48] §f[§aA§f] §fwolf§r executed /enchantapi add Bane of Arthropods 2 at Location{world=CraftWorld{name=world},x=-48.699999988079085,y=47.0,z=259.22674957563106,pitch=35.099945,yaw=102.598145}
[2017/03/05 20:59:11] §f[§aA§f] §fwolf§r executed /nbti name &b&l Ki?m Newbie at Location{world=CraftWorld{name=world},x=-49.53269604410968,y=45.5,z=262.1870644555713,pitch=34.949963,yaw=72.14844}
[2017/03/05 20:59:32] §f[§aA§f] §fwolf§r executed /nbti mod add attackdamage 0 12 mainhand at Location{world=CraftWorld{name=world},x=-53.994103960338215,y=45.5,z=261.12721623024936,pitch=71.09997,yaw=112.64819}
[2017/03/05 21:00:08] §f[§aA§f] §fwolf§r executed /nbti mod add attackspeed 0 2 at Location{world=CraftWorld{name=world},x=-57.85117266131957,y=38.0,z=259.66538784360495,pitch=39.299995,yaw=320.39966}
[2017/03/05 21:00:15] §f[§aA§f] §fwolf§r executed /nbti mod delall at Location{world=CraftWorld{name=world},x=-56.89721168813315,y=38.0,z=260.77970831040795,pitch=34.65,yaw=316.9497}
[2017/03/05 21:00:18] §f[§aA§f] §fwolf§r executed /nbti mod add attackdamage 0 12 mainhand at Location{world=CraftWorld{name=world},x=-55.87026244451281,y=38.0,z=261.87884319582923,pitch=34.65,yaw=316.9497}
[2017/03/05 21:00:23] §f[§aA§f] §fwolf§r executed /nbti mod add attackspeed 0 2 mainhand at Location{world=CraftWorld{name=world},x=-55.87026244451281,y=38.0,z=261.87884319582923,pitch=34.65,yaw=316.9497}
[2017/03/05 21:01:18] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-53.01177463944537,y=38.0,z=257.5509936185763,pitch=38.250004,yaw=188.85083}
[2017/03/05 21:01:20] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-50.64809723118216,y=38.0,z=257.70526600753675,pitch=38.250004,yaw=188.85083}
[2017/03/05 21:01:22] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-48.64385188429295,y=38.0,z=257.57729318888266,pitch=38.250004,yaw=188.85083}
[2017/03/05 21:01:24] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-48.6571565937821,y=38.0,z=257.57729318888266,pitch=57.30001,yaw=269.84985}
[2017/03/05 21:01:35] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-49.11671894248704,y=38.0,z=259.06476440724856,pitch=43.500027,yaw=295.04834}
[2017/03/05 21:01:36] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-49.11053758857399,y=38.0,z=260.8722674928573,pitch=43.500027,yaw=295.04834}
[2017/03/05 21:01:39] §f[§aA§f] §fwolf§r executed /shopkeeper at Location{world=CraftWorld{name=world},x=-49.94931533832636,y=38.0,z=263.2216857713591,pitch=33.45003,yaw=270.89844}
[2017/03/05 21:02:27] §f[§aA§f] §fwolf§r executed /enchantapi add protection 5 at Location{world=CraftWorld{name=world},x=-55.981406803901905,y=41.0,z=249.07753348875775,pitch=64.65,yaw=86.40161}
[2017/03/05 21:02:29] §f[§aA§f] §fwolf§r executed /enchantapi add protection 5 at Location{world=CraftWorld{name=world},x=-59.75699302857859,y=38.0,z=249.61123124139846,pitch=58.799995,yaw=82.35132}
[2017/03/05 21:02:31] §f[§aA§f] §fwolf§r executed /enchantapi add protection 5 at Location{world=CraftWorld{name=world},x=-62.601850089350926,y=38.0,z=253.01166434424312,pitch=53.54999,yaw=93.00122}
[2017/03/05 21:02:33] §f[§aA§f] §fwolf§r executed /enchantapi add protection 5 at Location{world=CraftWorld{name=world},x=-62.68300010206692,y=38.0,z=256.19460396355737,pitch=18.29999,yaw=226.65137}
[2017/03/05 21:03:05] §f[§aA§f] §fwolf§r executed /enchantapi add fire protection 5 at Location{world=CraftWorld{name=world},x=-48.75888435908037,y=38.0,z=271.4176149979283,pitch=74.84989,yaw=181.95117}
[2017/03/05 21:03:07] §f[§aA§f] §fwolf§r executed /enchantapi add fire protection 5 at Location{world=CraftWorld{name=world},x=-48.50362581278709,y=38.0,z=272.91250748239463,pitch=73.1999,yaw=165.90186}
[2017/03/05 21:03:09] §f[§aA§f] §fwolf§r executed /enchantapi add fire protection 5 at Location{world=CraftWorld{name=world},x=-50.02011753707712,y=38.0,z=273.5970623043085,pitch=70.649895,yaw=165.60156}
[2017/03/05 21:03:11] §f[§aA§f] §fwolf§r executed /enchantapi add fire protection 5 at Location{world=CraftWorld{name=world},x=-52.99670100194614,y=38.0,z=272.1597576895012,pitch=55.34989,yaw=155.85205}
[2017/03/05 21:03:16] §f[§aA§f] §fwolf§r executed /enchantapi add blast protection 5 at Location{world=CraftWorld{name=world},x=-52.99670100194614,y=38.0,z=272.1597576895012,pitch=55.34989,yaw=155.85205}
[2017/03/05 21:03:18] §f[§aA§f] §fwolf§r executed /enchantapi add blast protection 5 at Location{world=CraftWorld{name=world},x=-56.677897018198735,y=38.0,z=269.0109194558659,pitch=54.44989,yaw=156.90186}
[2017/03/05 21:03:20] §f[§aA§f] §fwolf§r executed /enchantapi add blast protection 5 at Location{world=CraftWorld{name=world},x=-57.50193580952071,y=38.0,z=265.7283305918942,pitch=53.399887,yaw=157.20166}
[2017/03/05 21:03:22] §f[§aA§f] §fwolf§r executed /enchantapi add blast protection 5 at Location{world=CraftWorld{name=world},x=-55.7450478215171,y=38.0,z=269.89004062777616,pitch=53.399887,yaw=157.20166}
[2017/03/05 21:03:35] §f[§aA§f] §fwolf§r executed /enchantapi add Feather Falling 5 at Location{world=CraftWorld{name=world},x=-55.7450478215171,y=38.0,z=269.89004062777616,pitch=53.399887,yaw=157.20166}
[2017/03/05 21:03:38] §f[§aA§f] §fwolf§r executed /enchantapi add Feather Falling 5 at Location{world=CraftWorld{name=world},x=-54.11049210401748,y=38.0,z=267.41242273002734,pitch=41.699883,yaw=207.75146}
[2017/03/05 21:03:40] §f[§aA§f] §fwolf§r executed /enchantapi add Feather Falling 5 at Location{world=CraftWorld{name=world},x=-54.36596730419098,y=38.0,z=268.1385116889597,pitch=40.499878,yaw=212.70166}
[2017/03/05 21:03:42] §f[§aA§f] §fwolf§r executed /enchantapi add Feather Falling 5 at Location{world=CraftWorld{name=world},x=-55.64042140308413,y=38.0,z=268.7583698580613,pitch=40.049877,yaw=213.60156}
[2017/03/05 21:04:02] §f[§aA§f] §fwolf§r executed /enchantapi add Projectile Protection 5 at Location{world=CraftWorld{name=world},x=-52.41930340278804,y=38.0625,z=259.17809947323207,pitch=73.49989,yaw=305.10205}
[2017/03/05 21:04:04] §f[§aA§f] §fwolf§r executed /enchantapi add Projectile Protection 5 at Location{world=CraftWorld{name=world},x=-51.36516854699927,y=38.0,z=259.91899411214445,pitch=73.49989,yaw=305.10205}
[2017/03/05 21:04:06] §f[§aA§f] §fwolf§r executed /enchantapi add Projectile Protection 5 at Location{world=CraftWorld{name=world},x=-50.2203468091238,y=38.0,z=260.9452333823402,pitch=34.949883,yaw=14.4021}
[2017/03/05 21:04:08] §f[§aA§f] §fwolf§r executed /enchantapi add Projectile Protection 5 at Location{world=CraftWorld{name=world},x=-52.11957831968485,y=38.0,z=262.09122670454457,pitch=26.549885,yaw=59.252197}
[2017/03/05 21:04:20] §f[§aA§f] §ffybit11§r executed /tp wolf at Location{world=CraftWorld{name=world},x=-73.61983423568137,y=41.87618941021952,z=258.7270300864087,pitch=32.99996,yaw=-166.95001}
[2017/03/05 21:04:21] §f[§aA§f] §fwolf§r executed /enchantapi add unbreaking 4 at Location{world=CraftWorld{name=world},x=-52.95807326794278,y=38.0,z=262.20585966785177,pitch=32.24988,yaw=61.052002}
[2017/03/05 21:04:23] §f[§aA§f] §fwolf§r executed /enchantapi add unbreaking 4 at Location{world=CraftWorld{name=world},x=-52.87935060958265,y=38.0,z=262.33039986503314,pitch=28.349884,yaw=63.301758}
[2017/03/05 21:04:25] §f[§aA§f] §fwolf§r executed /enchantapi add unbreaking 4 at Location{world=CraftWorld{name=world},x=-53.041505438030335,y=38.0,z=262.4413297812398,pitch=28.199884,yaw=64.65161}
[2017/03/05 21:04:28] §f[§aA§f] §fwolf§r executed /enchantapi add unbreaking 4 at Location{world=CraftWorld{name=world},x=-53.42418284870072,y=38.0,z=262.25394262411936,pitch=27.449883,yaw=198.00195}
[2017/03/05 21:04:49] §f[§aA§f] §fwolf§r executed /enchantapi add thorns 3 at Location{world=CraftWorld{name=world},x=-56.77471167385435,y=38.0,z=262.20375492249667,pitch=32.24998,yaw=211.80566}
[2017/03/05 21:04:50] §f[§aA§f] §fwolf§r executed /enchantapi add thorns 3 at Location{world=CraftWorld{name=world},x=-57.33722232785131,y=38.0,z=263.11542466750194,pitch=32.24998,yaw=211.80566}
[2017/03/05 21:04:52] §f[§aA§f] §fwolf§r executed /enchantapi add thorns 3 at Location{world=CraftWorld{name=world},x=-59.439122140083455,y=38.0,z=261.58387066655865,pitch=34.349983,yaw=217.20557}
